Date;time;Temp;High temp;Low temp;Out hum;Dew;Wind speed;Wind dir;Wind run;High speed;High dir;Wind chill;Heat index;THW index;THSW index;17;18;Rain;Solar.;Solar;Hi Solar;UV ;UV. ;Hi ;Heat';Cool;In ;In.;In ..;In ?;In ';In Air;34;Wind,;Wind';ISS ;Arc.
;;;;;;Pt.;;;;;;;;;;Bar  ;Rain;Rate;Rad.;Energy;Rad. ;Index,;Dose;UV ;D-D ;D-D ;Temp;Hum;Dew;Heat '';EMC;Density;ET ;Samp;Tx ;Recept;Int.
05.12.2020;09:00;9,9;10;9,3;72;5,1;4,8;E;2,41;14,5;N;9,8;9,8;9,6;---;1006,1;0.00;0.0;---;---;---;---;---;---;0.175;0.000;21.sty;44;08.mar;19.sie;sie.35;1.1789;0.00;703;1;100.0;30
05.12.2020;09:30;10,1;10,1;9,9;71;5,1;1,6;E;0,8;12,9;ESE;10,1;9,9;9,9;---;1006;0.00;0.0;---;---;---;---;---;---;0.171;0.000;21.sty;44;08.mar;19.sie;sie.35;1.1788;0.00;702;1;100.0;30
05.12.2020;10:00;10,3;10,4;10,1;71;5,2;3,2;E;1,61;16,1;NNW;10,3;10;10;---;1006,3;0.00;0.0;---;---;---;---;---;---;0.168;0.000;21.sty;44;08.mar;19.sie;sie.35;1.1792;0.00;703;1;100.0;30
05.12.2020;10:30;10,8;10,9;10,3;70;5,6;3,2;E;1,61;14,5;NW;10,8;10,4;10,4;---;1006,2;0.00;0.0;---;---;---;---;---;---;0.156;0.000;21.0;44;08.mar;19.sie;sie.35;1.1793;0.00;702;1;100.0;30
05.12.2020;11:00;10,3;10,9;9,8;72;5,4;1,6;SE;0,8;6,4;NW;10,3;10,1;10,1;---;1006,3;0.00;0.0;---;---;---;---;---;---;0.168;0.000;21.sty;45;08.lip;19.wrz;sie.45;1.1789;0.00;702;1;100.0;30
05.12.2020;11:30;11,3;11,3;10,3;69;5,8;3,2;NW;1,61;12,9;NNE;11,3;10,9;10,9;---;1006,4;0.00;0.0;---;---;---;---;---;---;0.146;0.000;21.lut;47;09.kwi;20.sty;sie.75;1.1778;0.00;703;1;100.0;30
05.12.2020;12:00;11,4;11,6;11,3;69;5,9;1,6;NW;0,8;11,3;NNW;11,4;11;11;---;1006,7;0.00;0.0;---;---;---;---;---;---;0.145;0.000;21.lut;47;09.maj;20.lut;sie.75;1.1780;0.00;702;1;100.0;30
05.12.2020;12:30;10,4;11,4;10,4;73;5,8;0;SW;0;8;WSW;10,4;10,2;10,2;---;1006,9;0.00;0.0;---;---;---;---;---;---;0.166;0.000;21.mar;48;09.sie;20.mar;sie.86;1.1776;0.00;703;1;100.0;30
05.12.2020;13:00;10,2;10,4;10,2;73;5,6;1,6;SW;0,8;12,9;SW;10,2;10;10;---;1006,8;0.00;0.0;---;---;---;---;---;---;0.169;0.000;21.mar;48;09.sie;20.mar;sie.86;1.1775;0.00;702;1;100.0;30
05.12.2020;13:30;10;10,3;9,9;74;5,6;1,6;SW;0,8;8;SW;10;9,9;9,9;---;1007;0.00;0.0;---;---;---;---;---;---;0.174;0.000;21.mar;48;09.sie;20.mar;sie.86;1.1777;0.00;703;1;100.0;30
05.12.2020;14:00;10,2;10,2;9,9;73;5,5;3,2;SW;1,61;11,3;WNW;10,2;10;10;---;1007,1;0.00;0.0;---;---;---;---;---;---;0.170;0.000;21.mar;48;09.sie;20.mar;sie.86;1.1779;0.00;702;1;100.0;30
05.12.2020;14:30;10,1;10,5;10,1;73;5,5;3,2;NW;1,61;11,3;WSW;10,1;9,9;9,9;---;1007,4;0.00;0.0;---;---;---;---;---;---;0.171;0.000;21.lut;48;09.sie;20.lut;sie.85;1.1784;0.00;703;1;100.0;30
05.12.2020;15:00;10,4;10,4;10,1;72;5,6;3,2;SW;1,61;9,7;WNW;10,4;10,1;10,1;---;1007,8;0.00;0.0;---;---;---;---;---;---;0.166;0.000;21.mar;51;10.sie;20.cze;wrz.44;1.1775;0.00;702;1;100.0;30
05.12.2020;15:30;9,9;10,4;9,9;74;5,5;1,6;SSW;0,8;8;SW;9,9;9,8;9,8;---;1008,2;0.00;0.0;---;---;---;---;---;---;0.175;0.000;21.maj;55;12.sty;20.wrz;pa«.14;1.1759;0.00;702;1;100.0;30
05.12.2020;16:00;8,7;9,9;8,7;78;5;0;SSW;0;3,2;SSW;8,7;8,6;8,6;---;1008,6;0.00;0.0;---;---;---;---;---;---;0.201;0.000;21.cze;54;11.sie;21.0;wrz.93;1.1765;0.00;703;1;100.0;30
05.12.2020;16:30;8,7;8,8;8,6;78;5;0;S;0;4,8;WSW;8,7;8,6;8,6;---;1008,8;0.00;0.0;---;---;---;---;---;---;0.201;0.000;21.cze;56;12.maj;21.lut;pa«.33;1.1759;0.00;702;1;100.0;30
05.12.2020;17:00;8,2;8,9;8,2;79;4,7;0;SW;0;3,2;SW;8,2;8,1;8,1;---;1008,9;0.00;0.0;---;---;---;---;---;---;0.212;0.000;21.sie;61;13.wrz;21.cze;lis.20;1.1735;0.00;703;1;100.0;30
05.12.2020;17:30;8;8,2;7,9;80;4,8;0;SE;0;1,6;SSE;8;7,9;7,9;---;1008,9;0.00;0.0;---;---;---;---;---;---;0.215;0.000;21.wrz;65;15.sty;22.0;lis.85;1.1714;0.00;702;1;100.0;30
05.12.2020;18:00;7,6;8;7,6;81;4,5;0;SE;0;3,2;SSE;7,6;7,4;7,4;---;1008,9;0.00;0.0;---;---;---;---;---;---;0.225;0.000;21.wrz;57;13.0;21.lip;pa«.49;1.1739;0.00;703;1;100.0;30
05.12.2020;18:30;7,2;7,6;7,1;82;4,3;0;SE;0;6,4;E;7,2;7,1;7,1;---;1008,9;0.00;0.0;---;---;---;---;---;---;0.233;0.000;21.sie;53;11.sie;21.mar;wrz.80;1.1758;0.00;702;1;100.0;30
05.12.2020;19:00;9,1;9,2;7,1;76;5,1;3,2;NW;1,61;9,7;N;9,1;8,9;8,9;---;1009,1;0.00;0.0;---;---;---;---;---;---;0.192;0.000;21.lip;50;10.sie;20.wrz;wrz.25;1.1778;0.00;702;1;100.0;30
05.12.2020;19:30;8,3;9,2;8,3;79;4,8;4,8;WNW;2,41;12,9;WSW;7,9;8,2;7,8;---;1009,3;0.00;0.0;---;---;---;---;---;---;0.209;0.000;21.cze;49;10.kwi;20.sie;09.maj;1.1786;0.00;703;1;100.0;30
05.12.2020;20:00;8,1;8,3;8,1;80;4,9;4,8;WNW;2,41;9,7;SW;7,7;8;7,6;---;1009,3;0.00;0.0;---;---;---;---;---;---;0.213;0.000;21.cze;50;10.lip;20.sie;wrz.25;1.1785;0.00;702;1;100.0;30
05.12.2020;20:30;7,9;8,1;7,8;80;4,6;1,6;SW;0,8;9,7;WNW;7,9;7,8;7,8;---;1009,5;0.00;0.0;---;---;---;---;---;---;0.218;0.000;21.maj;50;10.cze;20.lip;wrz.25;1.1790;0.00;703;1;100.0;30
05.12.2020;21:00;7,6;7,9;7,6;80;4,3;0;S;0;4,8;SW;7,6;7,4;7,4;---;1009,4;0.00;0.0;---;---;---;---;---;---;0.225;0.000;21.kwi;50;10.cze;20.cze;wrz.25;1.1791;0.00;702;1;100.0;30
05.12.2020;21:30;7,9;7,9;7,3;79;4,5;1,6;SW;0,8;9,7;NW;7,9;7,8;7,8;---;1009,1;0.00;0.0;---;---;---;---;---;---;0.218;0.000;21.cze;51;11.0;20.sie;wrz.43;1.1779;0.00;703;1;100.0;30
05.12.2020;22:00;8,4;8,4;7,9;77;4,6;3,2;SW;1,61;9,7;WNW;8,4;8,2;8,2;---;1009,3;0.00;0.0;---;---;---;---;---;---;0.207;0.000;21.sie;50;10.wrz;21.lut;wrz.25;1.1772;0.00;702;1;100.0;30
05.12.2020;22:30;7,7;8,4;7,7;79;4,3;1,6;SW;0,8;12,9;SW;7,7;7,6;7,6;---;1009,5;0.00;0.0;---;---;---;---;---;---;0.221;0.000;22.sty;49;10.wrz;21.maj;09.maj;1.1763;0.00;703;1;100.0;30
05.12.2020;23:00;6,8;7,7;6,8;82;4;0;S;0;4,8;SW;6,8;6,7;6,7;---;1009,4;0.00;0.0;---;---;---;---;---;---;0.240;0.000;22.kwi;48;10.wrz;21.wrz;sie.90;1.1749;0.00;702;1;100.0;30
05.12.2020;23:30;6,7;6,8;6,4;82;3,9;1,6;SW;0,8;8;WNW;6,7;6,6;6,6;---;1009,6;0.00;0.0;---;---;---;---;---;---;0.242;0.000;22.lip;47;10.sie;22.lut;sie.75;1.1743;0.00;702;1;100.0;30
06.12.2020;00:00;6,6;6,8;6,4;83;3,9;1,6;SW;0,8;9,7;WSW;6,6;6,5;6,5;---;1009,6;0.00;0.0;---;---;---;---;---;---;0.245;0.000;22.sie;46;10.cze;22.kwi;sie.59;1.1738;0.00;703;1;100.0;30
06.12.2020;00:30;6,4;6,7;6,4;83;3,7;1,6;SW;0,8;8;NW;6,4;6,3;6,3;---;1009,6;0.00;0.0;---;---;---;---;---;---;0.249;0.000;22.wrz;46;10.lip;22.maj;sie.58;1.1733;0.00;702;1;100.0;30
06.12.2020;01:00;6,3;6,5;6,2;83;3,6;0;SW;0;8;WSW;6,3;6,2;6,2;---;1009,8;0.00;0.0;---;---;---;---;---;---;0.251;0.000;23.0;45;10.kwi;22.cze;sie.45;1.1736;0.00;702;1;100.0;30
06.12.2020;01:30;6,7;6,7;6,2;82;3,8;3,2;WNW;1,61;11,3;WNW;6,7;6,6;6,6;---;1009,6;0.00;0.0;---;---;---;---;---;---;0.243;0.000;23.sty;45;10.maj;22.cze;sie.45;1.1731;0.00;703;1;100.0;30
06.12.2020;02:00;6,4;6,7;6,4;82;3,6;1,6;SW;0,8;9,7;W;6,4;6,3;6,3;---;1009,5;0.00;0.0;---;---;---;---;---;---;0.248;0.000;22.wrz;44;10.0;22.kwi;sie.29;1.1741;0.00;702;1;100.0;30
06.12.2020;02:30;5,7;6,4;5,6;84;3,2;1,6;SW;0,8;8;WNW;5,7;5,6;5,6;---;1009,5;0.00;0.0;---;---;---;---;---;---;0.264;0.000;22.maj;44;09.cze;21.sie;sie.30;1.1760;0.00;703;1;100.0;30
06.12.2020;03:00;5,6;5,7;5,3;85;3,3;0;S;0;8;SW;5,6;5,5;5,5;---;1009,5;0.00;0.0;---;---;---;---;---;---;0.265;0.000;22.kwi;45;09.wrz;21.lip;sie.45;1.1762;0.00;702;1;100.0;30
06.12.2020;03:30;5,4;5,7;5,4;86;3,3;0;SW;0;4,8;W;5,4;5,3;5,3;---;1009,3;0.00;0.0;---;---;---;---;---;---;0.269;0.000;22.kwi;45;09.wrz;21.sie;sie.45;1.1757;0.00;703;1;100.0;30
06.12.2020;04:00;5,4;5,5;5,3;86;3,3;0;SW;0;9,7;NNW;5,4;5,3;5,3;---;1009,4;0.00;0.0;---;---;---;---;---;---;0.269;0.000;22.kwi;45;09.wrz;21.sie;sie.45;1.1759;0.00;702;1;100.0;30
06.12.2020;04:30;5,6;5,7;5,4;86;3,5;1,6;SW;0,8;8;SW;5,6;5,5;5,5;---;1009,5;0.00;0.0;---;---;---;---;---;---;0.265;0.000;22.maj;46;10.mar;21.wrz;sie.60;1.1753;0.00;702;1;100.0;30
06.12.2020;05:00;5,3;5,7;5,3;86;3,2;1,6;SW;0,8;9,7;WSW;5,3;5,2;5,2;---;1009,5;0.00;0.0;---;---;---;---;---;---;0.271;0.000;22.maj;46;10.mar;21.wrz;sie.60;1.1754;0.00;703;1;100.0;30
06.12.2020;05:30;4,7;5,4;4,7;88;2,9;1,6;SW;0,8;9,7;W;4,7;4,7;4,7;---;1009,7;0.00;0.0;---;---;---;---;---;---;0.284;0.000;22.mar;46;10.sty;21.lip;sie.61;1.1764;0.00;702;1;100.0;30
06.12.2020;06:00;4,1;4,7;4,1;90;2,6;0;SW;0;6,4;W;4,1;4,1;4,1;---;1009,6;0.00;0.0;---;---;---;---;---;---;0.296;0.000;22.lut;46;10.0;21.kwi;sie.61;1.1771;0.00;703;1;100.0;30
06.12.2020;06:30;4,1;4,2;4,1;90;2,6;1,6;SW;0,8;14,5;WSW;4,1;4,1;4,1;---;1009,2;0.00;0.0;---;---;---;---;---;---;0.296;0.000;22.sty;46;09.wrz;21.mar;sie.62;1.1772;0.00;702;1;100.0;30
06.12.2020;07:00;4;4,2;3,8;91;2,7;0;SW;0;6,4;WSW;4;3,9;3,9;---;1009,6;0.00;0.0;---;---;---;---;---;---;0.299;0.000;21.wrz;46;09.sie;21.sty;sie.62;1.1781;0.00;703;1;100.0;30
06.12.2020;07:30;4,7;4,8;4;89;3,1;3,2;SW;1,61;12,9;WSW;4,6;4,7;4,6;---;1009,8;0.00;0.0;---;---;---;---;---;---;0.284;0.000;21.sie;46;09.cze;20.wrz;sie.63;1.1792;0.00;702;1;100.0;30
06.12.2020;08:00;4,6;4,7;4,5;90;3,1;1,6;SW;0,8;9,7;W;4,6;4,6;4,6;---;1010,1;0.00;0.0;---;---;---;---;---;---;0.286;0.000;21.lip;46;09.maj;20.lip;sie.63;1.1801;0.00;703;1;100.0;30
06.12.2020;08:30;4,7;4,8;4,6;90;3,2;1,6;SW;0,8;12,9;WSW;4,7;4,7;4,7;---;1010;0.00;0.0;---;---;---;---;---;---;0.284;0.000;21.cze;46;09.kwi;20.cze;sie.63;1.1805;0.00;702;1;100.0;30
06.12.2020;09:00;5,2;5,2;4,7;90;3,7;3,2;WSW;1,61;12,9;NW;5,2;5,2;5,1;---;1009,9;0.00;0.0;---;---;---;---;---;---;0.273;0.000;21.maj;46;09.kwi;20.maj;sie.64;1.1807;0.00;702;1;100.0;30
06.12.2020;09:30;6,2;6,2;5,2;87;4,2;4,8;SW;2,41;19,3;NW;5,6;6,2;5,5;---;1009,9;0.00;0.0;---;---;---;---;---;---;0.252;0.000;21.maj;48;10.0;20.cze;sie.86;1.1801;0.00;703;1;100.0;30
06.12.2020;10:00;6,5;6,5;6,2;86;4,3;6,4;WSW;3,22;17,7;W;5,3;6,4;5,3;---;1009,9;0.00;0.0;---;---;---;---;---;---;0.247;0.000;21.cze;48;10.sty;20.lip;sie.87;1.1798;0.00;702;1;100.0;30
06.12.2020;10:30;7,2;7,2;6,4;86;5;4,8;SW;2,41;14,5;WNW;6,7;7,2;6,6;---;1009,3;0.00;0.0;---;---;---;---;---;---;0.231;0.000;21.cze;48;10.sty;20.lip;sie.87;1.1791;0.00;703;1;100.0;30
06.12.2020;11:00;8,8;8,8;7,2;80;5,5;8;WSW;4,02;19,3;W;7,6;8,7;7,6;---;1008,9;0.00;0.0;---;---;---;---;---;---;0.199;0.000;21.cze;47;09.sie;20.cze;sie.75;1.1790;0.00;702;1;100.0;30
06.12.2020;11:30;10;10;8,8;75;5,8;4,8;WSW;2,41;16,1;WSW;9,8;9,9;9,7;---;1008,7;0.00;0.0;---;---;---;---;---;---;0.174;0.000;21.cze;47;09.sie;20.cze;sie.75;1.1787;0.00;703;1;100.0;30
06.12.2020;12:00;10,4;10,4;10;75;6,2;3,2;SW;1,61;14,5;WSW;10,4;10,2;10,2;---;1008,5;0.00;0.0;---;---;---;---;---;---;0.164;0.000;21.cze;47;09.sie;20.cze;sie.75;1.1785;0.00;702;1;100.0;30
06.12.2020;12:30;10,6;10,8;10,4;74;6,1;6,4;WSW;3,22;19,3;WSW;10;10,3;9,8;---;1008,2;0.00;0.0;---;---;---;---;---;---;0.162;0.000;21.cze;48;10.sty;20.lip;sie.87;1.1778;0.00;703;1;100.0;30
06.12.2020;13:00;11,2;11,2;10,6;72;6,3;6,4;WSW;3,22;20,9;NW;10,7;10,8;10,4;---;1008;0.00;0.0;---;---;---;---;---;---;0.149;0.000;21.lip;48;10.lut;20.sie;sie.87;1.1771;0.00;702;1;100.0;30
06.12.2020;13:30;11,2;11,3;11,2;74;6,8;3,2;SW;1,61;14,5;WSW;11,2;10,9;10,9;---;1007,9;0.00;0.0;---;---;---;---;---;---;0.148;0.000;21.lip;48;10.lut;20.wrz;sie.87;1.1767;0.00;702;1;100.0;30
06.12.2020;14:00;11,7;11,7;11,2;72;6,8;4,8;WSW;2,41;17,7;W;11,7;11,3;11,3;---;1008;0.00;0.0;---;---;---;---;---;---;0.139;0.000;21.wrz;48;10.kwi;21.lut;sie.88;1.1756;0.00;703;1;100.0;30
06.12.2020;14:30;11,9;12;11,7;71;6,8;8;NW;4,02;20,9;WSW;11,3;11,6;10,9;---;1007,7;0.00;0.0;---;---;---;---;---;---;0.133;0.000;22.lut;46;10.0;21.maj;sie.61;1.1746;0.00;702;1;100.0;30
06.12.2020;15:00;11,2;11,9;11,2;74;6,7;4,8;SW;2,41;14,5;WSW;11,1;10,9;10,8;---;1007,7;0.00;0.0;---;---;---;---;---;---;0.149;0.000;22.maj;44;09.cze;21.sie;sie.30;1.1739;0.00;703;1;100.0;30
06.12.2020;15:30;10,7;11,2;10,6;75;6,4;3,2;SW;1,61;9,7;WSW;10,7;10,4;10,4;---;1007,6;0.00;0.0;---;---;---;---;---;---;0.160;0.000;22.sie;43;09.maj;22.lut;sie.13;1.1727;0.00;702;1;100.0;30
06.12.2020;16:00;10,2;10,7;10,2;76;6,1;1,6;SW;0,8;8;WSW;10,2;10,1;10,1;---;1007,6;0.00;0.0;---;---;---;---;---;---;0.170;0.000;22.lip;45;10.lut;22.lut;sie.45;1.1723;0.00;703;1;100.0;30
06.12.2020;16:30;9,9;10,2;9,9;75;5,7;1,6;SW;0,8;14,5;WNW;9,9;9,8;9,8;---;1007,5;0.00;0.0;---;---;---;---;---;---;0.175;0.000;22.lip;45;10.sty;22.sty;sie.45;1.1725;0.00;702;1;100.0;30
06.12.2020;17:00;8,4;9,9;8,4;79;5;1,6;SE;0,8;9,7;WSW;8,4;8,3;8,3;---;1007,3;0.00;0.0;---;---;---;---;---;---;0.206;0.000;22.cze;45;10.sty;22.0;sie.45;1.1725;0.00;703;1;100.0;30
06.12.2020;17:30;8,3;8,4;7,9;77;4,5;0;SE;0;11,3;WNW;8,3;8,1;8,1;---;1007,2;0.00;0.0;---;---;---;---;---;---;0.209;0.000;22.maj;45;10.0;21.sie;sie.45;1.1730;0.00;702;1;100.0;30
06.12.2020;18:00;8,8;8,8;8,2;75;4,6;1,6;SW;0,8;16,1;WSW;8,8;8,6;8,6;---;1007,2;0.00;0.0;---;---;---;---;---;---;0.199;0.000;22.maj;46;10.mar;21.wrz;sie.60;1.1727;0.00;702;1;100.0;30
06.12.2020;18:30;8;8,9;8;78;4,4;3,2;SW;1,61;14,5;WSW;8;7,8;7,8;---;1007,3;0.00;0.0;---;---;---;---;---;---;0.215;0.000;22.kwi;46;10.lut;21.sie;sie.60;1.1730;0.00;703;1;100.0;30
06.12.2020;19:00;6,8;8;6,8;82;3,9;3,2;SW;1,61;16,1;WSW;6,8;6,7;6,7;---;1007,3;0.00;0.0;---;---;---;---;---;---;0.241;0.000;22.kwi;46;10.lut;21.lip;sie.60;1.1733;0.00;702;1;100.0;30
06.12.2020;19:30;6,1;6,8;6,1;83;3,4;3,2;SW;1,61;14,5;SW;6,1;6;6;---;1007,5;0.00;0.0;---;---;---;---;---;---;0.255;0.000;22.mar;46;10.sty;21.lip;sie.61;1.1738;0.00;703;1;100.0;30
06.12.2020;20:00;5,7;6,1;5,6;84;3,2;1,6;SW;0,8;12,9;SW;5,7;5,6;5,6;---;1007,5;0.00;0.0;---;---;---;---;---;---;0.264;0.000;22.mar;47;10.maj;21.lip;sie.75;1.1735;0.00;702;1;100.0;30
06.12.2020;20:30;5,2;5,7;5,2;85;2,9;3,2;SW;1,61;12,9;WNW;5,1;5,1;5;---;1007,7;0.00;0.0;---;---;---;---;---;---;0.274;0.000;22.kwi;46;10.lut;21.sie;sie.60;1.1735;0.00;703;1;100.0;30
06.12.2020;21:00;4,3;5,2;4,3;87;2,4;1,6;SW;0,8;9,7;WSW;4,3;4,2;4,2;---;1007,8;0.00;0.0;---;---;---;---;---;---;0.292;0.000;22.lip;45;10.lut;22.lut;sie.45;1.1726;0.00;702;1;100.0;30
06.12.2020;21:30;3,9;4,4;3,9;88;2,1;0;SE;0;6,4;SW;3,9;3,8;3,8;---;1007,9;0.00;0.0;---;---;---;---;---;---;0.301;0.000;22.wrz;45;10.mar;22.kwi;sie.45;1.1719;0.00;702;1;100.0;30
06.12.2020;22:00;3,7;3,9;3,6;89;2;1,6;SW;0,8;9,7;WSW;3,7;3,6;3,6;---;1007,8;0.00;0.0;---;---;---;---;---;---;0.306;0.000;23.sty;44;10.lut;22.cze;sie.28;1.1710;0.00;702;1;100.0;30
06.12.2020;22:30;3,7;3,7;3,7;88;1,9;3,2;SW;1,61;11,3;NW;3,4;3,6;3,4;---;1007,8;0.00;0.0;---;---;---;---;---;---;0.306;0.000;22.wrz;44;10.0;22.kwi;sie.29;1.1721;0.00;701;1;100.0;30
06.12.2020;23:00;3,6;3,7;3,5;89;1,9;1,6;SW;0,8;9,7;NW;3,6;3,5;3,5;---;1007,7;0.00;0.0;---;---;---;---;---;---;0.308;0.000;22.sie;49;11.cze;22.maj;09.maj;1.1706;0.00;703;1;100.0;30
06.12.2020;23:30;3,1;3,6;3,1;89;1,5;1,6;SW;0,8;12,9;WSW;3,1;3,1;3,1;---;1007,4;0.00;0.0;---;---;---;---;---;---;0.317;0.000;22.sie;50;11.sie;22.maj;wrz.25;1.1703;0.00;702;1;100.0;30
07.12.2020;00:00;3,3;3,3;3,1;88;1,5;3,2;WSW;1,61;17,7;SW;3,1;3,2;3;---;1007,3;0.00;0.0;---;---;---;---;---;---;0.314;0.000;22.cze;49;11.mar;22.lut;09.maj;1.1716;0.00;703;1;100.0;30
07.12.2020;00:30;2,9;3,3;2,9;89;1,3;1,6;SW;0,8;17,7;WSW;2,9;2,9;2,9;---;1006,9;0.00;0.0;---;---;---;---;---;---;0.321;0.000;22.mar;48;10.sie;21.sie;sie.89;1.1725;0.00;702;1;100.0;30
07.12.2020;01:00;2,8;3;2,8;89;1,2;1,6;SW;0,8;14,5;SW;2,8;2,8;2,8;---;1006,7;0.00;0.0;---;---;---;---;---;---;0.323;0.000;22.sty;48;10.cze;21.kwi;sie.89;1.1733;0.00;702;1;100.0;30
07.12.2020;01:30;2,3;2,8;2,3;90;0,9;1,6;SW;0,8;9,7;WSW;2,3;2,3;2,3;---;1006,4;0.00;0.0;---;---;---;---;---;---;0.333;0.000;21.wrz;48;10.kwi;21.lut;sie.88;1.1741;0.00;703;1;100.0;30
07.12.2020;02:00;2,2;2,3;2,2;91;0,8;1,6;SW;0,8;14,5;SW;2,2;2,1;2,1;---;1006,3;0.00;0.0;---;---;---;---;---;---;0.337;0.000;21.lip;48;10.lut;20.wrz;sie.87;1.1748;0.00;702;1;100.0;30
07.12.2020;02:30;2,2;2,2;2;91;0,8;1,6;SW;0,8;12,9;WSW;2,2;2,1;2,1;---;1005,6;0.00;0.0;---;---;---;---;---;---;0.337;0.000;21.cze;48;10.sty;20.lip;sie.87;1.1747;0.00;702;1;100.0;30
07.12.2020;03:00;1,9;2,2;1,9;91;0,6;1,6;SE;0,8;16,1;WSW;1,9;1,9;1,9;---;1005,8;0.00;0.0;---;---;---;---;---;---;0.341;0.000;21.kwi;48;09.wrz;20.kwi;sie.86;1.1757;0.00;703;1;100.0;30
07.12.2020;03:30;1,9;2,1;1,8;91;0,6;1,6;SW;0,8;16,1;WSW;1,9;1,8;1,8;---;1005,4;0.00;0.0;---;---;---;---;---;---;0.343;0.000;21.mar;48;09.sie;20.mar;sie.86;1.1759;0.00;702;1;100.0;30
07.12.2020;04:00;1,8;1,9;1,7;91;0,5;1,6;SW;0,8;12,9;WSW;1,8;1,8;1,8;---;1005,6;0.00;0.0;---;---;---;---;---;---;0.344;0.000;21.lut;48;09.lip;20.lut;sie.85;1.1766;0.00;703;1;100.0;30
07.12.2020;04:30;2,1;2,1;1,8;91;0,7;3,2;WSW;1,61;16,1;WNW;1,7;2;1,6;---;1005,2;0.00;0.0;---;---;---;---;---;---;0.339;0.000;21.lut;48;09.lip;20.lut;sie.85;1.1761;0.00;702;1;100.0;30
07.12.2020;05:00;2,2;2,3;2,1;89;0,6;3,2;SW;1,61;17,7;SW;1,9;2,2;1,8;---;1005,3;0.00;0.0;---;---;---;---;---;---;0.336;0.000;21.cze;47;09.sie;20.lip;sie.75;1.1744;0.00;703;1;100.0;30
07.12.2020;05:30;2,3;2,4;2,2;89;0,7;4,8;WSW;2,41;20,9;SW;1,2;2,3;1,1;---;1005,6;0.00;0.0;---;---;---;---;---;---;0.333;0.000;21.wrz;47;10.sty;21.sty;sie.75;1.1734;0.00;701;1;100.0;30
07.12.2020;06:00;2,6;2,7;2,3;88;0,8;3,2;SW;1,61;17,7;WSW;2,2;2,5;2,2;---;1005,5;0.00;0.0;---;---;---;---;---;---;0.329;0.000;22.sty;46;09.wrz;21.mar;sie.62;1.1728;0.00;702;1;100.0;30
07.12.2020;06:30;2,3;2,6;2,3;89;0,7;1,6;SW;0,8;11,3;WSW;2,3;2,3;2,3;---;1005,5;0.00;0.0;---;---;---;---;---;---;0.333;0.000;22.sty;46;09.wrz;21.mar;sie.62;1.1728;0.00;703;1;100.0;30
07.12.2020;07:00;2,4;2,5;2,3;89;0,8;1,6;SW;0,8;11,3;WSW;2,4;2,4;2,4;---;1005,6;0.00;0.0;---;---;---;---;---;---;0.331;0.000;21.sie;46;09.lip;20.wrz;sie.62;1.1740;0.00;702;1;100.0;30
07.12.2020;07:30;2,3;2,4;2,2;89;0,7;1,6;SW;0,8;11,3;WSW;2,3;2,3;2,3;---;1005,9;0.00;0.0;---;---;---;---;---;---;0.333;0.000;21.sie;47;10.0;20.wrz;sie.75;1.1744;0.00;703;1;100.0;30
07.12.2020;08:00;2,8;2,8;2,3;88;1;1,6;SW;0,8;12,9;WSW;2,8;2,8;2,8;---;1006,2;0.00;0.0;---;---;---;---;---;---;0.323;0.000;21.lip;48;10.lut;20.wrz;sie.87;1.1746;0.00;702;1;100.0;30
07.12.2020;08:30;3,1;3,1;2,8;87;1,2;1,6;SW;0,8;19,3;WSW;3,1;3;3;---;1006,3;0.00;0.0;---;---;---;---;---;---;0.317;0.000;21.cze;48;10.sty;20.sie;sie.87;1.1753;0.00;703;1;100.0;30
07.12.2020;09:00;3,3;3,3;3,1;86;1,2;3,2;SW;1,61;12,9;SW;3,1;3,2;3;---;1006,5;0.00;0.0;---;---;---;---;---;---;0.313;0.000;21.mar;43;08.lut;20.lut;sie.23;1.1784;0.00;702;1;100.0;30
07.12.2020;09:30;3,6;3,6;3,3;85;1,3;1,6;SW;0,8;12,9;WSW;3,6;3,4;3,4;---;1006,6;0.00;0.0;---;---;---;---;---;---;0.308;0.000;21.lut;41;07.kwi;19.wrz;lip.94;1.1796;0.00;703;1;100.0;30
07.12.2020;10:00;3,8;3,8;3,5;84;1,4;1,6;SW;0,8;11,3;WSW;3,8;3,7;3,7;---;1006,5;0.00;0.0;---;---;---;---;---;---;0.302;0.000;21.sty;42;07.lip;19.sie;08.maj;1.1798;0.00;702;1;100.0;30
07.12.2020;10:30;3,9;3,9;3,8;83;1,3;1,6;WSW;0,8;12,9;WSW;3,9;3,8;3,8;---;1006,7;0.00;0.0;---;---;---;---;---;---;0.300;0.000;21.sty;42;07.cze;19.sie;08.maj;1.1802;0.00;702;1;100.0;30
07.12.2020;11:00;4,1;4,1;3,9;83;1,4;1,6;SW;0,8;14,5;WSW;4,1;3,9;3,9;---;1006,8;0.00;0.0;---;---;---;---;---;---;0.297;0.000;21.0;43;07.wrz;19.sie;sie.25;1.1803;0.00;703;1;100.0;30
07.12.2020;11:30;4,4;4,4;4,1;82;1,6;1,6;SW;0,8;8;W;4,4;4,3;4,3;---;1006,7;0.00;0.0;---;---;---;---;---;---;0.289;0.000;21.0;45;08.cze;19.sie;sie.45;1.1797;0.00;702;1;100.0;30
