Date;time;Temp;High temp;Low temp;Out hum;Dew;Wind speed;Wind dir;Wind run;High speed;High dir;Wind chill;Heat index;THW index;THSW index;17;18;Rain;Solar.;Solar;Hi Solar;UV ;UV. ;Hi ;Heat';Cool;In ;In.;In ..;In ?;In ';In Air;34;Wind,;Wind';ISS ;Arc.
;;;;;;Pt.;;;;;;;;;;Bar  ;Rain;Rate;Rad.;Energy;Rad. ;Index,;Dose;UV ;D-D ;D-D ;Temp;Hum;Dew;Heat '';EMC;Density;ET ;Samp;Tx ;Recept;Int.
31.01.2020;11:06;---;---;---;---;---;0.0;---;0.00;0.0;---;---;---;---;---;------;0.00;0.0;---;---;---;---;---;---;---;---;---;---;---;---;---;---;0.00;0;1;0.0;30
31.01.2020;11:30;7,6;7,6;7,2;85;5,2;4,8;ESE;2,41;19,3;E;7,1;7,6;7,1;---;1002,6;0.00;0.0;---;---;---;---;---;---;0.225;0.000;23.lut;36;07.mar;22.mar;07.pa«;1.1674;0.00;536;1;78.4;30
31.01.2020;12:00;8;8,1;7,6;84;5,5;3,2;ESE;1,61;22,5;ENE;8;8;8;---;1002,6;0.00;0.0;---;---;---;---;---;---;0.215;0.000;23.0;35;06.lip;22.sty;cze.98;1.1685;0.00;702;1;100.0;30
31.01.2020;12:30;8,8;8,8;8,1;82;5,9;4,8;ESE;2,41;20,9;E;8,5;8,8;8,4;---;1003,1;0.00;0.0;---;---;---;---;---;---;0.198;0.000;23.0;35;06.lip;22.sty;cze.98;1.1690;0.00;701;1;100.0;30
31.01.2020;13:00;9,1;9,3;8,8;80;5,8;4,8;ESE;2,41;24,1;ENE;8,7;9;8,7;---;1003,3;0.00;0.0;---;---;---;---;---;---;0.193;0.000;22.sie;35;06.cze;21.wrz;cze.99;1.1700;0.00;703;1;100.0;30
31.01.2020;13:30;9,2;9,3;9;80;5,9;4,8;ESE;2,41;20,9;E;8,9;9,2;8,9;---;1003,7;0.00;0.0;---;---;---;---;---;---;0.190;0.000;22.sie;35;06.maj;21.sie;cze.99;1.1708;0.00;702;1;100.0;30
31.01.2020;14:00;9,2;9,2;9,2;80;5,9;3,2;SE;1,61;20,9;N;9,2;9,2;9,2;---;1004,2;0.00;0.0;---;---;---;---;---;---;0.190;0.000;22.cze;36;06.lip;21.cze;lip.15;1.1720;0.00;703;1;100.0;30
31.01.2020;14:30;9,5;9,5;9,2;79;6;3,2;ESE;1,61;16,1;E;9,5;9,4;9,4;---;1004,5;0.00;0.0;---;---;---;---;---;---;0.184;0.000;22.maj;36;06.lip;21.kwi;lip.15;1.1726;0.00;702;1;100.0;30
31.01.2020;15:00;10,4;10,4;9,5;70;5,2;3,2;ESE;1,61;16,1;ENE;10,4;10,1;10,1;---;1005;0.00;0.0;---;---;---;---;---;---;0.164;0.000;22.kwi;36;06.cze;21.kwi;lip.15;1.1735;0.00;703;1;100.0;30
31.01.2020;15:30;11;11;10,4;64;4,4;8;SE;4,02;29;SE;10,2;10,6;9,8;---;1005,7;0.00;0.0;---;---;---;---;---;---;0.153;0.000;22.kwi;36;06.cze;21.kwi;lip.15;1.1743;0.00;702;1;100.0;30
31.01.2020;16:00;10,8;11;10,8;66;4,7;6,4;SE;3,22;25,7;SE;10,3;10,4;9,9;---;1006;0.00;0.0;---;---;---;---;---;---;0.157;0.000;22.mar;36;06.maj;21.sty;lip.17;1.1754;0.00;701;1;100.0;30
31.01.2020;16:30;10,7;10,8;10,6;67;4,8;4,8;SE;2,41;17,7;ESE;10,6;10,3;10,2;---;1006,5;0.00;0.0;---;---;---;---;---;---;0.160;0.000;22.maj;37;07.sty;21.maj;lip.30;1.1748;0.00;702;1;100.0;30
31.01.2020;17:00;10,4;10,7;10,3;68;4,7;3,2;ESE;1,61;14,5;ESE;10,4;10,1;10,1;---;1007;0.00;0.0;---;---;---;---;---;---;0.166;0.000;22.lip;37;07.lut;21.sie;lip.29;1.1745;0.00;702;1;100.0;30
31.01.2020;17:30;10,1;10,3;9,9;69;4,6;1,6;ESE;0,8;12,9;NNE;10,1;9,8;9,8;---;1007;0.00;0.0;---;---;---;---;---;---;0.172;0.000;22.sie;37;07.kwi;22.0;lip.29;1.1737;0.00;703;1;100.0;30
31.01.2020;18:00;9,9;10,3;9,9;69;4,5;1,6;ESE;0,8;12,9;E;9,9;9,7;9,7;---;1007,4;0.00;0.0;---;---;---;---;---;---;0.175;0.000;22.sie;37;07.kwi;22.0;lip.29;1.1742;0.00;702;1;100.0;30
31.01.2020;18:30;9,7;9,9;9,6;69;4,3;1,6;ESE;0,8;6,4;NE;9,7;9,5;9,5;---;1007,6;0.00;0.0;---;---;---;---;---;---;0.179;0.000;23.sty;36;07.lut;22.lut;07.lis;1.1738;0.00;703;1;100.0;30
31.01.2020;19:00;9,8;9,9;9,7;69;4,4;1,6;ESE;0,8;12,9;ESE;9,8;9,6;9,6;---;1008;0.00;0.0;---;---;---;---;---;---;0.177;0.000;23.lut;36;07.mar;22.mar;07.pa«;1.1737;0.00;701;1;100.0;30
31.01.2020;19:30;9,5;9,8;9,4;71;4,5;1,6;ESE;0,8;8;ENE;9,5;9,3;9,3;---;1008;0.00;0.0;---;---;---;---;---;---;0.184;0.000;23.kwi;36;07.maj;22.cze;07.wrz;1.1726;0.00;703;1;100.0;30
31.01.2020;20:00;9,2;9,5;9,2;73;4,6;1,6;ESE;0,8;6,4;ENE;9,2;9;9;---;1008,2;0.00;0.0;---;---;---;---;---;---;0.190;0.000;23.kwi;36;07.maj;22.lip;07.sie;1.1726;0.00;702;1;100.0;30
31.01.2020;20:30;8,8;9,2;8,8;75;4,6;1,6;E;0,8;11,3;ENE;8,8;8,7;8,7;---;1007,9;0.00;0.0;---;---;---;---;---;---;0.198;0.000;23.kwi;37;07.wrz;22.lip;lip.27;1.1720;0.00;702;1;100.0;30
31.01.2020;21:00;8,5;8,9;8,5;77;4,7;1,6;E;0,8;9,7;ENE;8,5;8,4;8,4;---;1008,4;0.00;0.0;---;---;---;---;---;---;0.205;0.000;23.lut;37;07.lip;22.kwi;lip.27;1.1735;0.00;703;1;100.0;30
31.01.2020;21:30;8,4;8,5;8,3;77;4,6;1,6;ESE;0,8;12,9;ESE;8,4;8,2;8,2;---;1008,6;0.00;0.0;---;---;---;---;---;---;0.207;0.000;22.wrz;37;07.maj;22.sty;lip.28;1.1751;0.00;702;1;100.0;30
31.01.2020;22:00;8,2;8,4;8,1;78;4,6;1,6;E;0,8;11,3;ENE;8,2;8;8;---;1008,3;0.00;0.0;---;---;---;---;---;---;0.212;0.000;22.lip;38;07.lip;21.wrz;lip.43;1.1755;0.00;703;1;100.0;30
31.01.2020;22:30;8,2;8,3;8,1;78;4,6;1,6;ESE;0,8;11,3;E;8,2;8,1;8,1;---;1008,7;0.00;0.0;---;---;---;---;---;---;0.211;0.000;22.kwi;38;07.kwi;21.kwi;lip.45;1.1772;0.00;702;1;100.0;30
31.01.2020;23:00;8,1;8,3;8,1;79;4,6;1,6;ESE;0,8;11,3;ENE;8,1;7,9;7,9;---;1008,6;0.00;0.0;---;---;---;---;---;---;0.214;0.000;22.kwi;39;07.sie;21.maj;lip.60;1.1768;0.00;703;1;100.0;30
31.01.2020;23:30;8;8,1;8;81;4,9;1,6;E;0,8;9,7;NE;8;7,9;7,9;---;1008,5;0.00;0.0;---;---;---;---;---;---;0.215;0.000;22.mar;39;07.cze;21.mar;lip.61;1.1775;0.00;702;1;100.0;30
;;9,244;9,404;9,052;74,8;4,94;3,008;;1,5096;15,388;;9,128;9,072;8,956;;;;;;;;;;;;;#DZIEL/0!;;;;;;;;;;
01.02.2020;00:00;7,9;8;7,9;82;5,1;1,6;E;0,8;9,7;NE;7,9;7,9;7,9;---;1008,4;0.00;0.0;---;---;---;---;---;---;0.216;0.000;22.lut;40;8.0;21.lut;lip.71;1.1773;0.00;703;1;100.0;30
01.02.2020;00:30;8;8,1;7,9;82;5,1;1,6;ESE;0,8;12,9;E;8;7,9;7,9;---;1008,4;0.00;0.0;---;---;---;---;---;---;0.215;0.000;22.sty;40;07.wrz;21.sty;lip.71;1.1778;0.00;702;1;100.0;30
01.02.2020;01:00;8,1;8,1;8;82;5,2;1,6;ESE;0,8;11,3;ESE;8,1;8;8;---;1008,3;0.00;0.0;---;---;---;---;---;---;0.214;0.000;22.0;40;07.sie;20.wrz;lip.72;1.1783;0.00;702;1;100.0;30
01.02.2020;01:30;8,3;8,3;8,1;83;5,6;1,6;E;0,8;11,3;NE;8,3;8,2;8,2;---;1008,6;0.00;0.0;---;---;---;---;---;---;0.209;0.000;21.wrz;40;07.lip;20.sie;lip.72;1.1789;0.00;702;1;100.0;30
01.02.2020;02:00;8,7;8,7;8,2;82;5,8;3,2;E;1,61;14,5;E;8,7;8,7;8,7;---;1008,6;0.00;0.0;---;---;---;---;---;---;0.200;0.000;21.sie;39;07.mar;20.cze;lip.62;1.1797;0.00;703;1;100.0;30
01.02.2020;02:30;9;9;8,7;81;5,9;3,2;E;1,61;17,7;E;9;8,9;8,9;---;1008,4;0.00;0.0;---;---;---;---;---;---;0.194;0.000;21.lip;39;07.lut;20.maj;lip.63;1.1800;0.00;702;1;100.0;30
01.02.2020;03:00;9,2;9,2;8,9;81;6,1;3,2;E;1,61;17,7;NE;9,2;9,1;9,1;---;1008,2;0.00;0.0;---;---;---;---;---;---;0.191;0.000;21.cze;40;07.kwi;20.kwi;lip.73;1.1800;0.00;703;1;100.0;30
01.02.2020;03:30;9,3;9,3;9,2;80;6;3,2;ESE;1,61;17,7;ENE;9,3;9,2;9,2;---;1008,4;0.00;0.0;---;---;---;---;---;---;0.189;0.000;21.cze;40;07.kwi;20.mar;lip.73;1.1804;0.00;702;1;100.0;30
01.02.2020;04:00;9,3;9,3;9,3;80;6,1;3,2;ESE;1,61;19,3;NE;9,3;9,3;9,3;---;1008,5;0.00;0.0;---;---;---;---;---;---;0.188;0.000;21.kwi;40;07.mar;20.lut;lip.74;1.1811;0.00;703;1;100.0;30
01.02.2020;04:30;9,3;9,4;9,3;80;6,1;3,2;ESE;1,61;14,5;E;9,3;9,3;9,3;---;1008,3;0.00;0.0;---;---;---;---;---;---;0.188;0.000;21.mar;40;07.lut;20.0;lip.74;1.1815;0.00;702;1;100.0;30
01.02.2020;05:00;9,4;9,4;9,3;79;6;3,2;ESE;1,61;14,5;ENE;9,4;9,4;9,4;---;1008,2;0.00;0.0;---;---;---;---;---;---;0.185;0.000;21.mar;40;07.sty;19.wrz;lip.74;1.1816;0.00;703;1;100.0;30
01.02.2020;05:30;9,4;9,5;9,4;79;6;1,6;ESE;0,8;14,5;ENE;9,4;9,4;9,4;---;1008,2;0.00;0.0;---;---;---;---;---;---;0.185;0.000;21.lut;40;7.0;19.sie;lip.75;1.1821;0.00;702;1;100.0;30
01.02.2020;06:00;9,2;9,5;9,1;80;5,9;1,6;ESE;0,8;11,3;NE;9,2;9,1;9,1;---;1008,2;0.00;0.0;---;---;---;---;---;---;0.191;0.000;21.lut;40;7.0;19.sie;lip.75;1.1821;0.00;702;1;100.0;30
01.02.2020;06:30;8,3;9,2;8,3;82;5,4;1,6;E;0,8;6,4;ENE;8,3;8,2;8,2;---;1008,1;0.00;0.0;---;---;---;---;---;---;0.209;0.000;21.sty;40;06.wrz;19.lip;lip.75;1.1825;0.00;703;1;100.0;30
01.02.2020;07:00;7,7;8,3;7,7;84;5,2;1,6;E;0,8;9,7;NE;7,7;7,7;7,7;---;1008,1;0.00;0.0;---;---;---;---;---;---;0.221;0.000;21.mar;41;07.maj;20.sty;lip.93;1.1808;0.00;702;1;100.0;30
01.02.2020;07:30;7,7;7,7;7,7;84;5,1;1,6;E;0,8;9,7;NE;7,7;7,6;7,6;---;1008;0.00;0.0;---;---;---;---;---;---;0.222;0.000;21.lip;41;07.sie;20.maj;lip.91;1.1792;0.00;703;1;100.0;30
01.02.2020;08:00;8,1;8,1;7,7;83;5,3;1,6;E;0,8;16,1;ENE;8,1;8;8;---;1008,1;0.00;0.0;---;---;---;---;---;---;0.214;0.000;21.sie;42;08.mar;20.sie;08.lut;1.1782;0.00;702;1;100.0;30
01.02.2020;08:30;8,8;8,8;8,1;81;5,7;3,2;ESE;1,61;19,3;ENE;8,8;8,7;8,7;---;1007,9;0.00;0.0;---;---;---;---;---;---;0.199;0.000;22.sty;43;08.wrz;21.lut;sie.18;1.1763;0.00;703;1;100.0;30
01.02.2020;09:00;9,7;9,7;8,8;78;6,1;3,2;E;1,61;16,1;ENE;9,7;9,7;9,7;---;1007,9;0.00;0.0;---;---;---;---;---;---;0.179;0.000;22.kwi;41;08.maj;21.maj;lip.86;1.1756;0.00;702;1;100.0;30
01.02.2020;09:30;10,4;10,4;9,7;75;6,2;4,8;ESE;2,41;19,3;ENE;10,3;10,2;10,1;---;1007,8;0.00;0.0;---;---;---;---;---;---;0.164;0.000;22.maj;40;08.lut;21.cze;lip.70;1.1752;0.00;703;1;100.0;30
01.02.2020;10:00;11,1;11,1;10,4;73;6,5;4,8;E;2,41;25,7;NNE;11,1;10,8;10,8;---;1007,5;0.00;0.0;---;---;---;---;---;---;0.150;0.000;22.cze;40;08.mar;21.lip;lip.70;1.1747;0.00;702;1;100.0;30
01.02.2020;10:30;12,2;12,2;11,1;69;6,6;4,8;ESE;2,41;24,1;E;12,2;11,7;11,7;---;1007,4;0.00;0.0;---;---;---;---;---;---;0.128;0.000;22.lip;40;08.kwi;21.wrz;lip.69;1.1740;0.00;702;1;100.0;30
01.02.2020;11:00;12,9;12,9;12,2;66;6,7;4,8;ESE;2,41;24,1;NE;12,9;12,4;12,4;---;1006,9;0.00;0.0;---;---;---;---;---;---;0.112;0.000;22.wrz;39;08.lut;22.sty;lip.59;1.1728;0.00;703;1;100.0;30
01.02.2020;11:30;13,2;13,3;12,9;64;6,6;6,4;SE;3,22;40,2;NE;13,1;12,6;12,4;---;1006,5;0.00;0.0;---;---;---;---;---;---;0.106;0.000;23.sty;39;08.mar;22.mar;lip.58;1.1715;0.00;702;1;100.0;30
01.02.2020;12:00;13,4;13,4;13,1;64;6,8;8;ESE;4,02;27,4;ENE;13,1;12,8;12,4;---;1006,7;0.00;0.0;---;---;---;---;---;---;0.102;0.000;23.sty;39;08.kwi;22.kwi;lip.58;1.1714;0.00;703;1;100.0;30
01.02.2020;12:30;13,6;13,8;13,4;63;6,7;6,4;ESE;3,22;40,2;ESE;13,6;12,9;12,9;---;1006;0.00;0.0;---;---;---;---;---;---;0.098;0.000;23.mar;39;08.maj;22.cze;lip.57;1.1698;0.00;702;1;100.0;30
01.02.2020;13:00;13,3;13,6;13,3;63;6,4;8;ESE;4,02;29;E;12,9;12,7;12,3;---;1006;0.00;0.0;---;---;---;---;---;---;0.104;0.000;23.lut;39;08.kwi;22.kwi;lip.58;1.1703;0.00;702;1;100.0;30
01.02.2020;13:30;13,5;13,8;13,3;62;6,4;6,4;ESE;3,22;27,4;E;13,4;12,8;12,7;---;1005,5;0.00;0.0;---;---;---;---;---;---;0.101;0.000;23.lut;39;08.kwi;22.kwi;lip.58;1.1698;0.00;702;1;100.0;30
01.02.2020;14:00;13,4;13,5;13,1;63;6,5;8;ESE;4,02;30,6;ESE;13;12,7;12,3;---;1005,4;0.00;0.0;---;---;---;---;---;---;0.103;0.000;23.sty;39;08.mar;22.mar;lip.58;1.1701;0.00;703;1;100.0;30
01.02.2020;14:30;13,6;13,7;13,3;62;6,5;8;E;4,02;29;NE;13,3;12,9;12,6;---;1005,2;0.00;0.0;---;---;---;---;---;---;0.098;0.000;23.sty;40;08.sie;22.kwi;lip.68;1.1693;0.00;702;1;100.0;30
01.02.2020;15:00;13,3;13,7;13,3;63;6,4;8;ESE;4,02;35,4;ENE;12,9;12,7;12,3;---;1005;0.00;0.0;---;---;---;---;---;---;0.104;0.000;23.sty;40;08.sie;22.kwi;lip.68;1.1691;0.00;702;1;100.0;30
01.02.2020;15:30;13,1;13,3;12,9;64;6,4;8;SE;4,02;29;NE;12,6;12,4;11,9;---;1005;0.00;0.0;---;---;---;---;---;---;0.110;0.000;22.maj;40;08.lut;21.cze;lip.70;1.1720;0.00;703;1;100.0;30
01.02.2020;16:00;12,7;13,1;12,7;66;6,5;6,4;E;3,22;25,7;ENE;12,4;12,1;11,9;---;1004,6;0.00;0.0;---;---;---;---;---;---;0.118;0.000;22.0;40;07.sie;20.wrz;lip.72;1.1739;0.00;702;1;100.0;30
01.02.2020;16:30;11,9;12,7;11,9;69;6,4;4,8;E;2,41;27,4;NE;11,9;11,5;11,5;---;1004,1;0.00;0.0;---;---;---;---;---;---;0.133;0.000;21.cze;43;08.maj;20.maj;sie.21;1.1743;0.00;703;1;100.0;30
01.02.2020;17:00;11,6;12;11,6;71;6,5;4,8;ESE;2,41;24,1;E;11,6;11,2;11,2;---;1003,9;0.00;0.0;---;---;---;---;---;---;0.141;0.000;21.lut;42;07.lip;19.wrz;08.maj;1.1764;0.00;702;1;100.0;30
01.02.2020;17:30;11,4;11,6;11,3;71;6,3;3,2;E;1,61;20,9;NNE;11,4;11;11;---;1003,6;0.00;0.0;---;---;---;---;---;---;0.145;0.000;20.lip;43;07.lip;19.maj;sie.25;1.1778;0.00;703;1;100.0;30
01.02.2020;18:00;10,9;11,4;10,9;72;6;1,6;E;0,8;11,3;NNE;10,9;10,6;10,6;---;1003,5;0.00;0.0;---;---;---;---;---;---;0.155;0.000;20.mar;45;8.0;19.lut;sie.48;1.1793;0.00;702;1;100.0;30
01.02.2020;18:30;10,6;10,9;10,6;74;6,2;0;E;0;4,8;E;10,6;10,4;10,4;---;1003,3;0.00;0.0;---;---;---;---;---;---;0.161;0.000;21.mar;45;08.wrz;20.lut;sie.45;1.1743;0.00;703;1;100.0;30
01.02.2020;19:00;10,3;10,6;10,3;75;6;0;E;0;4,8;ENE;10,3;10,1;10,1;---;1003;0.00;0.0;---;---;---;---;---;---;0.168;0.000;21.cze;45;09.sty;20.maj;sie.45;1.1726;0.00;702;1;100.0;30
01.02.2020;19:30;9,8;10,3;9,8;77;5,9;0;E;0;4,8;ESE;9,8;9,7;9,7;---;1002,8;0.00;0.0;---;---;---;---;---;---;0.178;0.000;21.cze;44;08.sie;20.cze;sie.33;1.1724;0.00;702;1;100.0;30
01.02.2020;20:00;9,1;9,8;9,1;79;5,7;0;E;0;3,2;E;9,1;9,1;9,1;---;1002,6;0.00;0.0;---;---;---;---;---;---;0.192;0.000;21.cze;44;08.sie;20.cze;sie.33;1.1721;0.00;703;1;100.0;30
01.02.2020;20:30;9,5;9,5;9;78;5,9;1,6;E;0,8;9,7;ENE;9,5;9,4;9,4;---;1002,2;0.00;0.0;---;---;---;---;---;---;0.184;0.000;21.lip;44;08.wrz;20.cze;sie.33;1.1714;0.00;701;1;100.0;30
01.02.2020;21:00;9,7;9,7;9,5;77;5,8;1,6;E;0,8;9,7;ENE;9,7;9,6;9,6;---;1002,1;0.00;0.0;---;---;---;---;---;---;0.181;0.000;21.lip;44;08.wrz;20.cze;sie.33;1.1712;0.00;703;1;100.0;30
01.02.2020;21:30;10,6;10,6;9,7;74;6,1;1,6;E;0,8;8;ENE;10,6;10,3;10,3;---;1001,7;0.00;0.0;---;---;---;---;---;---;0.162;0.000;21.lip;44;08.wrz;20.lip;sie.33;1.1705;0.00;702;1;100.0;30
01.02.2020;22:00;11,4;11,4;10,6;71;6,4;3,2;E;1,61;14,5;NE;11,4;11,1;11,1;---;1001,5;0.00;0.0;---;---;---;---;---;---;0.144;0.000;21.lip;44;08.wrz;20.lip;sie.33;1.1703;0.00;702;1;100.0;30
01.02.2020;22:30;12;12,1;11,4;71;6,9;4,8;ESE;2,41;19,3;NE;12;11,6;11,6;---;1001,5;0.00;0.0;---;---;---;---;---;---;0.132;0.000;21.lip;43;08.maj;20.cze;sie.21;1.1709;0.00;702;1;100.0;30
01.02.2020;23:00;11,2;12;11,2;78;7,5;6,4;ESE;3,22;33,8;ENE;10,7;11;10,6;---;1001,7;0.20;0.0;---;---;---;---;---;---;0.149;0.000;21.cze;43;08.kwi;20.kwi;sie.22;1.1717;0.00;703;1;100.0;30
01.02.2020;23:30;10,3;11,2;10,3;84;7,7;6,4;ESE;3,22;20,9;ESE;9,8;10,3;9,8;---;1002,4;0.40;0.8;---;---;---;---;---;---;0.167;0.000;21.cze;46;09.maj;20.lip;sie.63;1.1713;0.00;702;1;100.0;30
02.02.2020;00:00;9,8;10,3;9,8;87;7,7;3,2;ESE;1,61;16,1;NE;9,8;9,9;9,9;---;1002,6;0.60;01.kwi;---;---;---;---;---;---;0.178;0.000;21.lip;47;09.wrz;20.sie;sie.75;1.1707;0.00;702;1;100.0;30
02.02.2020;00:30;9,6;9,8;9,5;89;7,8;1,6;ESE;0,8;11,3;E;9,6;9,7;9,7;---;1003,2;0.20;01.kwi;---;---;---;---;---;---;0.183;0.000;21.wrz;47;10.sty;21.sty;sie.75;1.1706;0.00;703;1;100.0;30
02.02.2020;01:00;9,7;9,8;9,6;87;7,6;4,8;SE;2,41;33,8;SE;9,4;9,8;9,6;---;1003,4;1.00;04.sie;---;---;---;---;---;---;0.181;0.000;21.wrz;47;10.sty;21.lut;sie.75;1.1706;0.00;702;1;100.0;30
02.02.2020;01:30;9,2;9,7;9,2;91;7,8;1,6;ESE;0,8;9,7;ESE;9,2;9,4;9,4;---;1003,9;0.20;0.8;---;---;---;---;---;---;0.190;0.000;22.sty;47;10.lut;21.mar;sie.75;1.1706;0.00;702;1;100.0;30
02.02.2020;02:00;9,1;9,2;9,1;91;7,7;3,2;E;1,61;16,1;ENE;9,1;9,3;9,3;---;1003,9;0.20;0.0;---;---;---;---;---;---;0.192;0.000;22.lut;47;10.mar;21.maj;sie.75;1.1701;0.00;703;1;100.0;30
02.02.2020;02:30;8,9;9,1;8,9;91;7,6;3,2;E;1,61;14,5;NE;8,9;9,1;9,1;---;1004,2;0.00;0.0;---;---;---;---;---;---;0.196;0.000;22.sty;46;09.wrz;21.mar;sie.61;1.1710;0.00;702;1;100.0;30
02.02.2020;03:00;8,6;8,9;8,6;91;7,2;1,6;E;0,8;12,9;ENE;8,6;8,7;8,7;---;1004,1;0.00;0.0;---;---;---;---;---;---;0.203;0.000;22.sty;45;09.cze;21.lut;sie.45;1.1715;0.00;703;1;100.0;30
02.02.2020;03:30;8,7;8,7;8,6;90;7,1;1,6;E;0,8;12,9;ENE;8,7;8,8;8,8;---;1004,6;0.00;0.0;---;---;---;---;---;---;0.201;0.000;22.sty;45;09.cze;21.lut;sie.45;1.1720;0.00;702;1;100.0;30
02.02.2020;04:00;8,7;8,8;8,6;89;7;1,6;SE;0,8;16,1;ENE;8,7;8,8;8,8;---;1004,5;0.00;0.0;---;---;---;---;---;---;0.200;0.000;21.wrz;45;09.maj;21.sty;sie.45;1.1725;0.00;703;1;100.0;30
02.02.2020;04:30;8,5;8,7;8,5;89;6,8;1,6;ESE;0,8;14,5;ENE;8,5;8,6;8,6;---;1004,7;0.00;0.0;---;---;---;---;---;---;0.205;0.000;21.sie;44;9.0;20.sie;sie.32;1.1736;0.00;702;1;100.0;30
02.02.2020;05:00;7,3;8,6;7,3;89;5,6;6,4;ESE;3,22;29;ESE;6,2;7,3;6,3;---;1005,6;sty.20;44.2;---;---;---;---;---;---;0.230;0.000;21.sie;44;9.0;20.sie;sie.33;1.1748;0.00;703;1;100.0;30
02.02.2020;05:30;6,9;7,2;6,9;89;5,2;4,8;SE;2,41;17,7;SSE;6,3;6,9;6,3;---;1005,8;0.00;0.0;---;---;---;---;---;---;0.238;0.000;21.cze;44;08.sie;20.cze;sie.33;1.1759;0.00;702;1;100.0;30
02.02.2020;06:00;6,7;6,9;6,7;86;4,5;8;SE;4,02;25,7;E;5,2;6,7;5,1;---;1006,2;0.00;0.0;---;---;---;---;---;---;0.242;0.000;21.maj;44;08.lip;20.kwi;sie.34;1.1770;0.00;702;1;100.0;30
02.02.2020;06:30;6,3;6,7;6,3;84;3,8;4,8;SE;2,41;24,1;ESE;5,6;6,2;5,6;---;1006,4;0.20;0.0;---;---;---;---;---;---;0.251;0.000;21.kwi;44;08.cze;20.mar;sie.34;1.1777;0.00;703;1;100.0;30
02.02.2020;07:00;6,3;6,3;6,2;79;2,9;4,8;SE;2,41;25,7;E;5,6;6,1;5,4;---;1006,6;0.00;0.0;---;---;---;---;---;---;0.251;0.000;21.mar;44;08.maj;20.sty;sie.34;1.1784;0.00;702;1;100.0;30
02.02.2020;07:30;5,9;6,3;5,9;78;2,4;4,8;SE;2,41;17,7;ESE;5,2;5,8;5,1;---;1006,9;0.00;0.0;---;---;---;---;---;---;0.258;0.000;21.mar;44;08.cze;20.lut;sie.34;1.1786;0.00;703;1;100.0;30
02.02.2020;08:00;6,2;6,2;5,9;76;2,2;4,8;SE;2,41;27,4;ESE;5,5;5,9;5,3;---;1007,6;0.00;0.0;---;---;---;---;---;---;0.253;0.000;21.lip;43;08.maj;20.cze;sie.21;1.1781;0.00;702;1;100.0;30
02.02.2020;08:30;6,8;6,9;6,2;73;2,3;3,2;SE;1,61;14,5;E;6,8;6,6;6,6;---;1007,7;0.00;0.0;---;---;---;---;---;---;0.240;0.000;21.wrz;43;08.sie;20.wrz;sie.19;1.1769;0.00;703;1;100.0;30
02.02.2020;09:00;7;7,1;6,9;78;3,4;3,2;E;1,61;12,9;NE;7;6,8;6,8;---;1008,2;0.00;0.0;---;---;---;---;---;---;0.236;0.000;22.lut;43;9.0;21.mar;sie.17;1.1761;0.00;702;1;100.0;30
02.02.2020;09:30;6,9;6,9;6,8;80;3,7;3,2;E;1,61;14,5;NE;6,9;6,8;6,8;---;1008,3;0.00;0.0;---;---;---;---;---;---;0.238;0.000;22.mar;42;08.lip;21.kwi;08.sty;1.1763;0.00;702;1;100.0;30
02.02.2020;10:00;7,2;7,2;6,9;77;3,4;3,2;E;1,61;16,1;ENE;7,2;7;7;---;1008,2;0.00;0.0;---;---;---;---;---;---;0.233;0.000;22.mar;42;08.lip;21.kwi;08.sty;1.1762;0.00;703;1;100.0;30
02.02.2020;10:30;7,3;7,3;7,1;77;3,6;4,8;ESE;2,41;19,3;NE;6,8;7,2;6,6;---;1008,3;0.00;0.0;---;---;---;---;---;---;0.229;0.000;22.mar;42;08.sie;21.maj;08.sty;1.1760;0.00;702;1;100.0;30
02.02.2020;11:00;7,6;7,6;7,3;73;3,1;4,8;E;2,41;20,9;NNE;7,1;7,4;6,9;---;1008,4;0.00;0.0;---;---;---;---;---;---;0.223;0.000;22.kwi;42;08.sie;21.cze;8.00;1.1758;0.00;703;1;100.0;30
02.02.2020;11:30;7,9;8;7,6;73;3,4;4,8;SE;2,41;25,7;NE;7,5;7,7;7,3;---;1008,4;0.00;0.0;---;---;---;---;---;---;0.216;0.000;22.kwi;42;08.wrz;21.lip;8.00;1.1756;0.00;702;1;100.0;30
02.02.2020;12:00;8,3;8,3;7,9;72;3,6;6,4;ESE;3,22;27,4;NE;7,4;8,1;7,2;---;1008,2;0.00;0.0;---;---;---;---;---;---;0.208;0.000;22.lip;41;08.lip;21.wrz;lip.84;1.1747;0.00;703;1;100.0;30
02.02.2020;12:30;8,8;8,8;8,3;69;3,4;6,4;ESE;3,22;25,7;ENE;8;8,5;7,7;---;1008;0.00;0.0;---;---;---;---;---;---;0.199;0.000;22.lip;41;08.sie;22.0;lip.83;1.1741;0.00;702;1;100.0;30
02.02.2020;13:00;9,1;9,1;8,8;67;3,2;6,4;SE;3,22;24,1;ENE;8,3;8,7;7,9;---;1007,6;0.00;0.0;---;---;---;---;---;---;0.193;0.000;22.sie;41;08.wrz;22.lut;lip.83;1.1732;0.00;703;1;100.0;30
